iter	Logloss
396	0.01458085437
397	0.01457720011
398	0.01457605035
399	0.01457238717
400	0.01446242644
401	0.01443011441
402	0.01430438241
403	0.01430289248
404	0.01429918325
405	0.01429565822
406	0.01429205446
407	0.01429029863
408	0.01423360997
409	0.01423257162
410	0.01408818503
411	0.01406981121
412	0.0139160795
413	0.01391143739
414	0.0138001026
415	0.01365812842
416	0.01365813734
417	0.01361630342
418	0.01361455353
419	0.0136144748
420	0.01354452828
421	0.01354360729
422	0.01354179056
423	0.01347134492
424	0.01337155375
425	0.01335469362
426	0.01335391523
427	0.01327156798
428	0.01325946582
429	0.01314963433
430	0.01308124459
431	0.01308030577
432	0.0130803028
433	0.01307849795
434	0.01307756061
435	0.01307616427
436	0.01307512295
437	0.01307280116
438	0.0130727358
439	0.01307278482
440	0.01303381638
441	0.01303071768
442	0.01303071768
443	0.01291545084
444	0.01272587761
445	0.01272399997
446	0.01269836366
447	0.01269832207
448	0.0126546729
449	0.01259195025
450	0.01259113027
451	0.01259026423
452	0.01258907734
453	0.01258722644
454	0.01250369972
455	0.01250367892
456	0.01250177603
457	0.01244628169
458	0.01237568603
459	0.01237561844
460	0.01231344467
461	0.01221338388
462	0.0122134069
463	0.01221328955
464	0.01221090017
465	0.01220951051
466	0.01220947337
467	0.01220644523
468	0.01216887759
469	0.01216773452
470	0.01216739509
471	0.01216480294
472	0.0121640342
473	0.0121640045
474	0.0121611301
475	0.01215827354
476	0.01215821263
477	0.01215506788
478	0.01215328309
479	0.01214946913
480	0.01211389054
481	0.01202892811
482	0.0119785089
483	0.01188652538
484	0.01183026899
485	0.01177879583
486	0.01177794094
487	0.01177714918
488	0.01177603731
489	0.01175149653
490	0.01165767548
491	0.01163002115
492	0.01162996025
493	0.01162726485
494	0.0116246118
495	0.01162192829
496	0.01159138323
497	0.01155806702
498	0.01155541248
499	0.01154161391
